nameFirst,nameLast,nameFull,yearID,setID,cardNo,team,control,PU,SO,GB,FB,BB,1B,2B,HR,points,IP,hand,Pos
Joel,Pineiro,"Joel Pineiro",2002,TD,113,Mariners,3,4,5,5,5,1,0,0,29,620,6,R,Starter
Chad,Bradford,"Chad Bradford",2002,TD,114,Athletics,1,1,6,11,1,0,1,0,21,90,1,R,Reliever
Woody,Williams,"Woody Williams",2002,TD,115,Cardinals,3,4,4,5,4,0,2,1,21,280,6,R,Starter
Victor,Zambrano,"Victor Zambrano",2002,TD,116,"Devil Rays",3,2,7,5,4,1,0,1,24,110,1,R,Reliever
Jose,Mesa,"Jose Mesa",2002,TD,117,Phillies,4,3,5,5,4,1,2,0,27,170,1,R,Closer
Roy,Halladay,"Roy Halladay",2002,TD,118,"Blue Jays",5,2,5,8,2,0,2,1,29,560,7,R,Starter
Steve,Karsay,"Steve Karsay",2002,TD,119,Yankees,4,1,6,6,5,0,2,0,27,230,1,R,Reliever
Hideo,Nomo,"Hideo Nomo",2002,TD,120,Dodgers,1,4,8,5,2,1,0,0,22,330,6,R,Starter
Jeff,Farnsworth,"Jeff Farnsworth",2002,TD,121,Tigers,3,3,8,4,3,1,1,0,25,160,1,R,Reliever
Dave,Weathers,"Dave Weathers",2002,TD,122,Mets,4,3,4,6,4,1,2,0,28,120,1,R,Reliever
Sean,Lowe,"Sean Lowe",2002,TD,123,Pirates,4,3,3,7,4,0,2,1,23,120,2,R,Reliever
Mike,Myers,"Mike Myers",2002,TD,124,Diamondbacks,3,3,6,6,2,1,2,0,28,90,1,L,Reliever
Jason,Schmidt,"Jason Schmidt",2002,TD,125,Giants,4,0,4,6,4,4,1,1,27,140,6,R,Starter
Mike,Williams,"Mike Williams",2002,TD,126,Pirates,5,1,5,7,2,2,1,2,24,20,1,R,Closer
Terry,Adams,"Terry Adams",2002,TD,127,Phillies,4,2,5,6,3,1,3,0,27,450,7,R,Starter
Chan,"Ho Park","Chan Ho Park",2002,TD,128,Rangers,2,4,6,4,4,2,0,0,25,400,7,R,Starter
Jeff,D'Amico,"Jeff D'Amico",2002,TD,129,Mets,4,4,2,5,4,0,2,2,1,10,5,R,Starter
Kevin,Appier,"Kevin Appier",2002,TD,130,Angels,1,4,5,6,4,1,0,0,22,340,6,R,Starter
Glendon,Rusch,"Glendon Rusch",2002,TD,131,Brewers,4,3,4,3,5,0,4,1,21,150,5,L,Starter
Jason,Isringhausen,"Jason Isringhausen",2002,TD,132,Cardinals,5,2,7,6,3,0,1,1,25,260,1,R,Closer
Todd,Ritchie,"Todd Ritchie",2002,TD,133,"White Sox",1,3,4,8,4,0,1,0,25,340,6,R,Starter
Shawn,Estes,"Shawn Estes",2002,TD,134,Mets,5,2,3,6,4,2,2,1,27,320,6,L,Starter
Kevin,Millwood,"Kevin Millwood",2002,TD,135,Braves,2,4,4,5,5,0,1,0,1,190,6,R,Starter
Aaron,Sele,"Aaron Sele",2002,TD,136,Angels,2,4,3,6,5,0,2,0,21,360,6,R,Starter
Rick,Helling,"Rick Helling",2002,TD,137,Diamondbacks,3,4,4,5,3,0,1,2,1,10,6,R,Starter
Billy,Koch,"Billy Koch",2002,TD,138,Athletics,3,3,4,7,2,2,2,0,24,40,1,R,Closer
Paul,Quantrill,"Paul Quantrill",2002,TD,139,Dodgers,5,2,4,8,2,0,3,1,24,110,1,R,Reliever
Tim,Spooneybarger,"Tim Spooneybarger",2002,TD,140,Braves,5,3,4,5,4,1,3,0,29,160,1,R,Reliever
Jorge,Julio,"Jorge Julio",2002,TD,141,Orioles,5,3,4,4,4,2,2,1,25,40,1,R,Reliever
Carlos,Hernandez,"Carlos Hernandez",2002,TD,142,Astros,4,3,4,4,4,3,2,0,23,260,6,L,Starter
Rick,Ankiel,"Rick Ankiel",2002,TD,143,Cardinals,3,3,4,5,3,3,2,0,25,180,5,L,Starter
Scott,Erickson,"Scott Erickson",2002,TD,144,Orioles,1,3,2,9,4,1,1,0,23,160,6,R,Starter
Kazuhisa,Ishii,"Kazuhisa Ishii",2002,TD,146,Dodgers,4,3,8,4,2,2,1,0,25,290,6,L,Starter
Pedro,Astacio,"Pedro Astacio",2002,TD,147,Mets,3,3,5,5,4,1,2,0,26,250,7,R,Starter
Satoru,Komiyama,"Satoru Komiyama",2002,TD,148,Mets,4,5,4,5,3,0,3,0,23,130,1,R,Reliever
Kurt,Ainsworth,"Kurt Ainsworth",2002,TD,149,Giants,3,4,5,5,2,1,3,0,26,60,1,R,Reliever
John,Smoltz,"John Smoltz",2002,TD,150,Braves,5,2,6,6,3,0,2,1,23,160,1,R,Reliever
Al,Levine,"Al Levine",2003,BS,3,Angels,2,4,0,9,2,2,1,1,1,20,1,R,Reliever
Ramon,Ortiz,"Ramon Ortiz",2003,BS,8,Angels,4,4,4,6,1,1,2,1,1,230,7,R,Starter
Troy,Percival,"Troy Percival",2003,BS,10,Angels,5,3,7,3,3,3,1,23,26,240,1,R,Closer
Darren,Holmes,"Darren Holmes",2003,BS,11,Braves,5,2,5,6,4,2,1,22,23,240,1,R,Reliever
Jarrod,Washburn,"Jarrod Washburn",2003,BS,12,Angels,5,3,4,5,5,0,2,1,23,560,6,L,Starter
Miguel,Batista,"Miguel Batista",2003,BS,13,Diamondbacks,4,1,3,8,4,1,2,1,25,380,5,R,Starter
Giovanni,Carrara,"Giovanni Carrara",2003,BS,14,Dodgers,3,4,3,6,3,1,2,1,25,130,1,R,Reliever
Randy,Johnson,"Randy Johnson",2003,BS,19,Diamondbacks,5,1,7,5,3,1,2,1,23,550,7,L,Starter
Byung-Hyun,Kim,"Byung-Hyun Kim",2003,BS,20,Diamondbacks,5,2,6,6,2,3,1,23,25,230,1,R,Closer
Curt,Schilling,"Curt Schilling",2003,BS,22,Diamondbacks,6,2,7,5,3,0,2,1,23,680,7,R,Starter
Willis,Roberts,"Willis Roberts",2003,BS,25,Orioles,2,1,4,8,4,2,1,22,23,160,1,R,Reliever
Tom,Glavine,"Tom Glavine",2003,BS,29,Braves,3,1,3,7,5,1,2,1,24,310,6,L,Starter
Greg,Maddux,"Greg Maddux",2003,BS,33,Braves,4,2,3,9,2,1,2,1,25,410,6,R,Starter
Kevin,Millwood,"Kevin Millwood",2003,BS,34,Braves,4,1,5,6,4,1,2,1,24,440,6,R,Starter
John,Smoltz,"John Smoltz",2003,BS,36,Braves,5,2,6,6,2,1,2,1,26,210,1,R,Closer
Jorge,Julio,"Jorge Julio",2003,BS,44,Orioles,4,2,4,6,4,1,2,1,24,180,1,R,Reliever
Rodrigo,Lopez,"Rodrigo Lopez",2003,BS,45,Orioles,4,3,4,6,3,1,2,1,23,420,6,R,Starter
Sidney,Ponson,"Sidney Ponson",2003,BS,48,Orioles,3,3,4,7,2,1,2,1,21,270,6,R,Starter
John,Burkett,"John Burkett",2003,BS,50,"Red Sox",1,1,4,7,4,1,2,1,22,30,6,R,Starter
Derek,Lowe,"Derek Lowe",2003,BS,56,"Red Sox",5,2,3,10,1,1,3,21,26,580,7,R,Starter
Pedro,Martinez,"Pedro Martinez",2003,BS,57,"Red Sox",6,1,6,5,4,1,3,0,24,660,7,R,Starter
Ugueth,Urbina,"Ugueth Urbina",2003,BS,61,"Red Sox",5,3,7,3,4,1,1,1,22,210,1,R,Closer
Matt,Clement,"Matt Clement",2003,BS,66,Cubs,4,3,6,6,1,1,2,1,25,470,7,R,Starter
Jon,Lieber,"Jon Lieber",2003,BS,70,Cubs,4,4,3,7,2,0,3,1,23,350,7,R,Starter
Mark,Prior,"Mark Prior",2003,BS,74,Cubs,4,2,6,4,4,1,2,1,22,440,6,R,Starter
Mark,Buehrle,"Mark Buehrle",2003,BS,76,"White Sox",4,2,3,8,3,1,2,1,23,400,7,L,Starter
Jon,Garland,"Jon Garland",2003,BS,77,"White Sox",2,1,4,7,4,1,2,1,23,190,6,R,Starter
Dan,Wright,"Dan Wright",2003,BS,83,"White Sox",2,2,4,6,4,1,2,1,21,150,6,R,Starter
Elmer,Dessens,"Elmer Dessens",2003,BS,86,Reds,4,3,3,7,3,1,2,1,21,290,6,R,Starter
Danny,Graves,"Danny Graves",2003,BS,88,Reds,4,3,3,9,1,3,1,23,25,170,1,R,Closer
Joey,Hamilton,"Joey Hamilton",2003,BS,89,Reds,1,1,4,8,3,1,2,1,25,180,3,R,Reliever
Jimmy,Haynes,"Jimmy Haynes",2003,BS,90,Reds,2,2,3,7,4,1,2,1,23,170,6,R,Starter
Danys,Baez,"Danys Baez",2003,BS,96,Indians,2,1,4,6,5,1,3,21,24,210,5,R,Starter
C.,"C. Sabathia","C. C. Sabathia",2003,BS,103,Indians,3,3,4,7,2,1,2,1,24,290,6,L,Starter
Bob,Wickman,"Bob Wickman",2003,BS,107,Indians,2,2,5,7,2,1,2,1,25,90,1,R,Reliever
Mike,Hampton,"Mike Hampton",2003,BS,109,Rockies,1,3,2,8,2,1,3,1,23,10,6,L,Starter
Jose,Jimenez,"Jose Jimenez",2003,BS,111,Rockies,4,1,3,10,3,0,2,1,23,170,1,R,Closer
Denny,Neagle,"Denny Neagle",2003,BS,112,Rockies,3,5,3,6,2,1,2,1,21,260,5,L,Starter
Juan,Acevedo,"Juan Acevedo",2003,BS,118,Tigers,4,2,3,7,3,2,2,1,26,130,1,R,Reliever
Mark,Redman,"Mark Redman",2003,BS,124,Tigers,3,1,2,7,6,1,2,1,25,300,7,L,Starter
Steve,Sparks,"Steve Sparks",2003,BS,126,Tigers,1,3,3,7,3,1,2,1,23,30,6,R,Starter
A.,"J. Burnett","A. J. Burnett",2003,BS,128,Marlins,4,2,5,6,3,1,3,21,25,480,7,R,Starter
Vladimir,Nunez,"Vladimir Nunez",2003,BS,135,Marlins,4,4,4,5,3,1,2,1,24,170,1,R,Reliever
Billy,Wagner,"Billy Wagner",2003,BS,145,Astros,5,1,7,5,4,2,1,22,23,260,1,L,Closer
Paul,Byrd,"Paul Byrd",2003,BS,147,Royals,5,1,3,6,6,1,2,1,22,420,7,R,Starter
Eric,Gagne,"Eric Gagne",2003,BS,155,Dodgers,6,2,8,4,3,1,1,1,24,260,1,R,Closer
Kazuhisha,Ishii,"Kazuhisha Ishii",2003,BS,159,Dodgers,1,3,5,6,2,3,1,22,23,160,6,L,Starter
Hideo,Nomo,"Hideo Nomo",2003,BS,164,Dodgers,3,1,5,5,5,1,2,1,23,310,6,R,Starter
Jesse,Orosco,"Jesse Orosco",2003,BS,165,Dodgers,4,5,4,5,2,1,2,1,21,160,1,L,Reliever
Odalis,Perez,"Odalis Perez",2003,BS,166,Dodgers,5,4,4,7,2,1,1,1,23,590,7,L,Starter
Mike,Dejean,"Mike Dejean",2003,BS,167,Brewers,2,2,4,7,3,3,1,22,24,120,1,R,Reliever
Ben,Sheets,"Ben Sheets",2003,BS,172,Brewers,2,1,4,7,4,1,2,1,24,150,6,R,Starter
Eddie,Guardado,"Eddie Guardado",2003,BS,174,Twins,5,4,5,4,3,1,2,1,22,200,1,L,Closer
Eric,Milton,"Eric Milton",2003,BS,180,Twins,4,2,3,5,6,1,2,1,21,350,6,L,Starter
Tomo,Ohka,"Tomo Ohka",2003,BS,186,Expos,4,4,3,7,2,1,2,1,23,380,6,R,Starter
Javier,Vazquez,"Javier Vazquez",2003,BS,188,Expos,4,1,4,6,5,1,2,1,23,360,7,R,Starter
Pedro,Astacio,"Pedro Astacio",2003,BS,193,Mets,3,3,4,6,3,1,2,1,21,280,6,R,Starter
Armando,Benitez,"Armando Benitez",2003,BS,194,Mets,5,2,6,4,4,1,2,1,21,210,1,R,Closer
Al,Leiter,"Al Leiter",2003,BS,196,Mets,4,3,5,6,2,1,2,1,23,410,6,L,Starter
Steve,Trachsel,"Steve Trachsel",2003,BS,200,Mets,3,1,3,7,5,3,1,22,24,320,6,R,Starter
Roger,Clemens,"Roger Clemens",2003,BS,202,Yankees,3,2,5,6,3,1,2,1,24,300,6,R,Starter
Steve,Karsay,"Steve Karsay",2003,BS,206,Yankees,3,1,4,8,3,1,2,1,25,170,1,R,Reliever
Mike,Mussina,"Mike Mussina",2003,BS,207,Yankees,4,1,4,6,5,1,2,1,21,390,6,R,Starter
Mariano,Rivera,"Mariano Rivera",2003,BS,209,Yankees,5,1,5,7,3,3,1,23,26,230,1,R,Closer
Mike,Stanton,"Mike Stanton",2003,BS,211,Yankees,3,3,3,6,4,1,2,1,26,140,1,L,Reliever
Jeff,Weaver,"Jeff Weaver",2003,BS,213,Yankees,4,4,3,7,2,1,2,1,24,400,6,R,Starter
Tim,Hudson,"Tim Hudson",2003,BS,219,Athletics,3,2,4,8,2,1,3,21,24,330,7,R,Starter
Billy,Koch,"Billy Koch",2003,BS,220,Athletics,4,0,5,6,5,3,1,22,24,200,1,R,Closer
Mark,Mulder,"Mark Mulder",2003,BS,222,Athletics,5,1,4,7,4,1,2,1,23,500,7,L,Starter
Barry,Zito,"Barry Zito",2003,BS,224,Athletics,5,2,4,5,6,2,1,22,23,610,7,L,Starter
Brandon,Duckworth,"Brandon Duckworth",2003,BS,228,Phillies,2,2,6,5,3,1,2,1,21,170,5,R,Starter
Jose,Mesa,"Jose Mesa",2003,BS,232,Phillies,2,3,5,6,2,1,2,1,25,110,1,R,Closer
Vincente,Padilla,"Vincente Padilla",2003,BS,233,Phillies,4,3,3,8,2,1,2,1,24,440,7,R,Starter
Josh,Fogg,"Josh Fogg",2003,BS,236,Pirates,2,3,4,7,2,1,2,1,22,160,6,R,Starter
Kip,Wells,"Kip Wells",2003,BS,240,Pirates,2,2,4,8,2,1,2,1,23,200,6,R,Starter
Mike,Williams,"Mike Williams",2003,BS,241,Pirates,5,3,4,7,2,1,2,1,24,220,1,R,Closer
Trevor,Hoffman,"Trevor Hoffman",2003,BS,245,Padres,5,3,7,4,2,1,3,23,26,230,1,R,Closer
Brian,Lawrence,"Brian Lawrence",2003,BS,248,Padres,3,1,3,8,3,1,3,1,25,210,6,R,Starter
Kurt,Ainsworth,"Kurt Ainsworth",2003,BS,250,Giants,2,2,3,7,4,1,3,22,26,250,5,R,Starter
Ryan,Jensen,"Ryan Jensen",2003,BS,253,Giants,2,2,3,6,5,1,2,1,23,160,5,R,Starter
Robb,Nen,"Robb Nen",2003,BS,255,Giants,5,1,6,6,3,1,3,23,27,230,1,R,Closer
Freddy,Garcia,"Freddy Garcia",2003,BS,263,Mariners,4,2,4,6,3,1,3,1,22,250,7,R,Starter
Jamie,Moyer,"Jamie Moyer",2003,BS,266,Mariners,5,2,4,5,5,1,2,1,22,540,7,L,Starter
Joel,Pineiro,"Joel Pineiro",2003,BS,268,Mariners,4,1,4,7,4,1,2,1,23,300,5,R,Starter
Kazuhiro,Sasaki,"Kazuhiro Sasaki",2003,BS,269,Mariners,6,2,7,5,3,2,1,22,23,270,1,R,Closer
Jason,Isringhausen,"Jason Isringhausen",2003,BS,275,Cardinals,5,1,6,7,2,1,3,23,28,230,1,R,Closer
Matt,Morris,"Matt Morris",2003,BS,276,Cardinals,4,3,4,8,1,1,3,21,25,420,7,R,Starter
Jason,Simontacchi,"Jason Simontacchi",2003,BS,280,Cardinals,2,4,3,6,3,1,2,1,23,160,6,R,Starter
Joe,Kennedy,"Joe Kennedy",2003,BS,286,"Devil Rays",2,4,3,6,3,1,2,1,23,190,7,L,Starter
Tanyon,Sturtze,"Tanyon Sturtze",2003,BS,287,"Devil Rays",1,5,3,6,2,1,2,1,22,10,7,R,Starter
Paul,Wilson,"Paul Wilson",2003,BS,288,"Devil Rays",2,2,3,7,4,1,2,1,21,120,7,R,Starter
Hideki,Irabu,"Hideki Irabu",2003,BS,291,Rangers,2,1,3,8,3,1,2,1,1,10,1,R,Reliever
Kenny,Rogers,"Kenny Rogers",2003,BS,296,Rangers,3,2,3,8,3,1,2,1,23,270,6,L,Starter
Ismael,Valdes,"Ismael Valdes",2003,BS,297,Rangers,4,1,3,6,6,1,2,1,22,380,6,R,Starter
Kelvim,Escobar,"Kelvim Escobar",2003,BS,301,"Blue Jays",1,3,6,5,2,3,1,22,23,80,1,R,Closer
Roy,Halladay,"Roy Halladay",2003,BS,302,"Blue Jays",4,2,4,9,1,1,3,22,26,460,7,R,Starter
Josh,Beckett,"Josh Beckett",2003,PR,1,Marlins,2,0,6,6,4,1,2,1,22,80,5,R,Starter
Jeremy,Bonderman,"Jeremy Bonderman",2003,PR,2,Tigers,1,1,5,7,3,1,2,1,23,10,5,R,Starter
Scott,Sullivan,"Scott Sullivan",2003,PR,6,Reds,4,2,5,4,5,1,2,1,21,150,1,R,Reliever
John,Thomson,"John Thomson",2003,PR,7,Rangers,4,1,4,7,4,1,2,1,25,150,6,R,Starter
Lance,Carter,"Lance Carter",2003,PR,8,"Devil Rays",5,3,3,5,5,1,1,2,23,160,1,R,Closer
Terry,Mulholland,"Terry Mulholland",2003,PR,9,Indians,1,3,2,8,3,1,2,1,23,30,1,L,Reliever
Jake,Westbrook,"Jake Westbrook",2003,PR,10,Indians,2,1,2,10,3,1,2,1,24,30,5,R,Starter
Chris,George,"Chris George",2003,PR,11,Royals,3,3,3,9,2,1,2,22,23,160,5,L,Starter
Jake,Peavy,"Jake Peavy",2003,PR,12,Padres,3,3,5,4,3,1,2,2,21,40,6,R,Starter
Felix,Rodriguez,"Felix Rodriguez",2003,PR,13,Giants,1,2,5,4,4,2,2,1,23,40,1,R,Reliever
Rocky,Biddle,"Rocky Biddle",2003,PR,16,Expos,4,1,5,7,3,2,1,1,23,170,1,R,Closer
Brandon,Lyon,"Brandon Lyon",2003,PR,17,"Red Sox",4,4,4,5,3,1,2,1,23,170,1,R,Closer
Roberto,Hernandez,"Roberto Hernandez",2003,PR,18,Braves,2,2,5,7,2,2,1,1,24,80,1,R,Reliever
Carlos,Silva,"Carlos Silva",2003,PR,19,Phillies,2,3,3,8,2,1,2,1,23,80,1,R,Reliever
Chris,Hammond,"Chris Hammond",2003,PR,20,Yankees,3,2,4,6,4,1,2,1,24,90,1,L,Reliever
R.A.,Dickey,"R.A. Dickey",2003,PR,23,Rangers,2,1,6,6,3,1,2,1,25,120,2,R,Reliever
Cliff,Politte,"Cliff Politte",2003,PR,24,"Blue Jays",4,4,5,4,4,1,2,22,24,100,1,R,Closer
Russ,Springer,"Russ Springer",2003,PR,25,Cardinals,5,1,3,4,8,1,1,2,25,100,1,R,Reliever
Kirk,Rueter,"Kirk Rueter",2003,PR,26,Giants,3,1,2,8,5,1,2,1,21,170,6,L,Starter
Scott,Williamson,"Scott Williamson",2003,PR,28,Reds,2,2,7,5,3,1,1,1,21,110,1,R,Closer
Ryan,Franklin,"Ryan Franklin",2003,PR,29,Mariners,2,2,2,6,7,1,1,1,22,120,6,R,Starter
Joe,Beimel,"Joe Beimel",2003,PR,32,Pirates,3,2,5,8,2,1,2,22,23,130,1,L,Reliever
Scott,Schoeneweis,"Scott Schoeneweis",2003,PR,33,Angels,4,1,4,9,2,1,2,1,24,220,2,L,Reliever
John,Halama,"John Halama",2003,PR,34,Athletics,3,3,3,8,2,1,2,1,22,130,5,L,Starter
Mike,MacDougal,"Mike MacDougal",2003,PR,38,Royals,2,2,4,8,2,2,2,22,23,150,1,R,Closer
Kris,Benson,"Kris Benson",2003,PR,39,Pirates,3,3,4,5,4,1,2,1,23,150,6,R,Starter
Francisco,Cordero,"Francisco Cordero",2003,PR,40,Rangers,3,1,7,6,3,1,2,22,23,180,1,R,Reliever
Tom,Gordon,"Tom Gordon",2003,PR,41,"White Sox",4,3,7,5,1,2,1,1,23,180,1,R,Reliever
Chad,Bradford,"Chad Bradford",2003,PR,43,Athletics,5,0,4,9,2,2,2,1,24,190,1,R,Reliever
Mike,Timlin,"Mike Timlin",2003,PR,46,"Red Sox",5,2,2,9,4,0,2,1,23,190,1,R,Reliever
D.J.,Carrasco,"D.J. Carrasco",2003,PR,47,Royals,5,1,5,6,4,1,2,1,21,200,1,R,Reliever
Ricardo,Rodriguez,"Ricardo Rodriguez",2003,PR,51,Indians,4,2,3,8,3,1,2,1,24,210,6,R,Starter
B.J.,Ryan,"B.J. Ryan",2003,PR,52,Orioles,4,1,7,7,1,2,2,23,26,210,1,L,Reliever
Rheal,Cormier,"Rheal Cormier",2003,PR,54,Phillies,5,1,4,7,4,1,2,1,21,210,1,L,Reliever
Felix,Heredia,"Felix Heredia",2003,PR,55,Reds,5,1,2,8,5,2,1,1,26,210,2,L,Reliever
Ted,Lilly,"Ted Lilly",2003,PR,58,Athletics,4,5,4,5,2,1,2,1,26,220,6,L,Starter
Jeff,D'Amico,"Jeff D'Amico",2003,PR,60,Pirates,4,2,3,7,4,1,2,1,22,230,6,R,Starter
Adam,Eaton,"Adam Eaton",2003,PR,61,Padres,4,0,6,7,4,1,1,1,26,240,6,R,Starter
Travis,Harper,"Travis Harper",2003,PR,62,"Devil Rays",5,2,5,7,3,1,2,23,26,290,2,R,Reliever
Ricky,Stone,"Ricky Stone",2003,PR,64,Astros,4,1,3,9,3,1,3,22,23,250,1,R,Reliever
Livan,Hernandez,"Livan Hernandez",2003,PR,67,Expos,4,0,3,8,5,1,2,1,24,260,7,R,Starter
Paul,Quantrill,"Paul Quantrill",2003,PR,68,Dodgers,4,1,6,9,2,1,1,23,26,260,1,R,Reliever
Shawn,Estes,"Shawn Estes",2003,PR,70,Cubs,1,2,3,9,1,1,3,1,23,10,5,L,Starter
Jason,Johnson,"Jason Johnson",2003,PR,74,Orioles,4,0,4,8,4,1,2,1,23,300,6,R,Starter
Shawn,Chacon,"Shawn Chacon",2003,PR,76,Rockies,5,3,3,7,2,2,2,1,24,320,6,R,Starter
Kyle,Lohse,"Kyle Lohse",2003,PR,82,Twins,5,2,4,5,5,1,2,1,23,340,6,R,Starter
Gil,Meche,"Gil Meche",2003,PR,84,Mariners,4,5,5,5,2,1,2,21,22,360,6,R,Starter
Zach,Day,"Zach Day",2003,PR,87,Expos,4,2,3,11,1,1,2,22,23,390,6,R,Starter
Mark,Redman,"Mark Redman",2003,PR,88,Marlins,5,3,5,6,2,1,2,1,24,400,7,L,Starter
Jason,Schmidt,"Jason Schmidt",2003,PR,94,Giants,5,3,7,4,3,0,2,1,22,460,7,R,Starter
Esteban,Loaiza,"Esteban Loaiza",2003,PR,101,"White Sox",5,1,5,7,4,1,2,23,25,610,7,R,Starter
Kevin,Appier,"Kevin Appier",2003,PR,105,Angels,1,4,3,5,3,1,2,2,25,10,5,R,Starter
Jesse,Orosco,"Jesse Orosco",2003,PR,106,Mets,5,6,5,6,0,1,2,22,24,240,1,L,Closer
Pat,Hentgen,"Pat Hentgen",2003,PR,107,"Blue Jays",4,1,4,6,5,1,2,1,24,350,8,R,Starter
David,Cone,"David Cone",2003,PR,109,Royals,5,4,4,6,2,1,2,1,23,430,7,R,Starter
Greg,Maddux,"Greg Maddux",2003,PR,112,Cubs,5,1,4,8,3,1,2,1,24,580,8,R,Starter
Kevin,Brown,"Kevin Brown",2003,PR,113,Marlins,6,0,4,10,2,1,3,21,23,640,7,R,Starter
Hoyt,Wilhelm,"Hoyt Wilhelm",2003,PR,118,Dodgers,6,2,6,6,3,1,2,21,28,350,2,R,Reliever
Nolan,Ryan,"Nolan Ryan",2003,PR,125,Astros,5,1,9,1,5,3,1,21,22,730,8,R,Starter
Ryan,Drese,"Ryan Drese",2003,TD,2,Rangers,1,2,4,6,4,1,2,1,24,10,5,R,Starter
Mike,Hampton,"Mike Hampton",2003,TD,3,Braves,1,3,2,8,2,1,3,1,23,10,6,L,Starter
Steve,Sparks,"Steve Sparks",2003,TD,5,Tigers,1,1,3,8,4,1,2,1,21,10,6,R,Starter
Chan,"Ho Park","Chan Ho Park",2003,TD,6,Rangers,1,3,4,6,2,2,2,1,24,20,6,R,Starter
Antonio,Osuna,"Antonio Osuna",2003,TD,8,Yankees,3,4,5,6,1,2,2,21,23,140,1,R,Reliever
Ryan,Dempster,"Ryan Dempster",2003,TD,9,Reds,1,2,5,6,3,2,1,1,27,40,6,R,Starter
Jesse,Orosco,"Jesse Orosco",2003,TD,10,Padres,4,4,4,5,3,1,2,1,23,160,1,L,Reliever
Matt,Mantei,"Matt Mantei",2003,TD,13,Diamondbacks,2,3,5,4,4,1,2,1,22,80,1,R,Reliever
Antonio,Alfonseca,"Antonio Alfonseca",2003,TD,17,Cubs,2,2,4,8,1,1,3,1,23,90,1,R,Closer
Albie,Lopez,"Albie Lopez",2003,TD,22,Royals,2,2,4,7,2,1,3,1,25,110,2,R,Reliever
Aaron,Sele,"Aaron Sele",2003,TD,23,Angels,2,2,3,7,4,1,2,1,23,120,6,R,Starter
Shigetoshi,Hasegawa,"Shigetoshi Hasegawa",2003,TD,25,Mariners,3,3,3,7,3,1,2,1,23,130,1,R,Reliever
Steve,Kline,"Steve Kline",2003,TD,26,Cardinals,3,1,4,7,3,2,2,1,23,90,1,L,Reliever
Ramiro,Mendoza,"Ramiro Mendoza",2003,TD,27,"Red Sox",4,0,3,8,4,1,3,1,24,140,1,R,Reliever
Mike,Stanton,"Mike Stanton",2003,TD,28,Mets,3,1,3,6,5,1,3,1,21,130,1,L,Reliever
Carlos,Zambrano,"Carlos Zambrano",2003,TD,29,Cubs,2,1,5,8,2,2,1,1,22,130,5,R,Starter
Glendon,Rusch,"Glendon Rusch",2003,TD,34,Brewers,2,3,4,7,2,1,2,1,23,140,6,L,Starter
Ray,King,"Ray King",2003,TD,37,Braves,3,1,4,8,4,1,2,22,24,150,1,L,Reliever
J.,"C. Romero","J. C. Romero",2003,TD,43,Twins,4,1,5,7,2,2,2,1,23,150,1,L,Reliever
Paul,Shuey,"Paul Shuey",2003,TD,44,Dodgers,4,2,5,8,1,1,2,1,23,170,1,R,Reliever
Runelvys,Hernandez,"Runelvys Hernandez",2003,TD,46,Royals,3,3,3,9,1,1,2,1,21,180,5,R,Starter
Braden,Looper,"Braden Looper",2003,TD,47,Marlins,2,1,4,7,4,1,1,2,23,60,1,R,Reliever
Billy,Koch,"Billy Koch",2003,TD,51,"White Sox",4,3,5,6,2,2,2,23,25,190,1,R,Closer
Brandon,Villafuerte,"Brandon Villafuerte",2003,TD,52,Padres,3,0,4,9,3,1,2,1,23,170,2,R,Reliever
Ricardo,Rincon,"Ricardo Rincon",2003,TD,53,Athletics,5,2,5,6,3,1,2,1,26,190,1,L,Reliever
Ugueth,Urbina,"Ugueth Urbina",2003,TD,57,Rangers,5,3,7,3,4,1,1,1,21,210,1,R,Closer
Luis,Vizcaino,"Luis Vizcaino",2003,TD,58,Brewers,5,3,5,4,5,1,1,1,23,210,1,R,Reliever
Ben,Weber,"Ben Weber",2003,TD,59,Angels,4,0,3,10,2,1,4,21,22,210,1,R,Reliever
Kerry,Wood,"Kerry Wood",2003,TD,60,Cubs,3,2,6,5,3,1,2,1,23,210,6,R,Starter
Tim,Worrell,"Tim Worrell",2003,TD,61,Giants,5,4,4,5,3,1,2,1,26,210,1,R,Reliever
Brian,Anderson,"Brian Anderson",2003,TD,65,Indians,2,1,3,7,6,1,1,1,25,220,5,L,Starter
Keith,Foulke,"Keith Foulke",2003,TD,68,Athletics,5,1,5,6,5,1,2,21,22,230,1,R,Reliever
Latroy,Hawkins,"Latroy Hawkins",2003,TD,69,Twins,5,3,5,7,2,1,1,1,21,230,1,R,Reliever
Mike,Remlinger,"Mike Remlinger",2003,TD,70,Cubs,5,2,6,6,3,1,2,22,24,230,1,L,Reliever
Buddy,Groom,"Buddy Groom",2003,TD,72,Orioles,5,3,4,8,2,1,2,23,26,240,1,L,Reliever
Francisco,Rodriguez,"Francisco Rodriguez",2003,TD,74,Angels,5,2,9,4,1,2,2,22,23,250,1,R,Reliever
Casey,Fossum,"Casey Fossum",2003,TD,78,"Red Sox",3,2,5,6,3,1,2,1,25,260,6,L,Starter
Elmer,Dessens,"Elmer Dessens",2003,TD,83,Diamondbacks,3,4,3,8,1,1,2,1,22,270,6,R,Starter
